n_seed,n_tree,idx_test,beta_ATE_coef,beta_ATE_p,beta_ITE_coef,beta_ITE_p,recov_coef,recov_p,duration
2,2000,17,1.051420906,1.42E-40,1.307518067,0.011993099,0.384770708,1.23E-36,93.42
2,2000,18,1.046468188,2.06E-39,1.609702412,2.46E-06,0.337592613,4.44E-28,71.08
2,2000,19,1.040344837,1.91E-35,1.490257565,0.002647107,0.380634041,7.95E-36,79.11
2,2000,20,1.017828613,8.18E-39,1.468878675,2.18E-05,0.330925963,5.54E-27,79.7
2,2000,21,1.037733876,1.05E-36,1.484632754,3.15E-05,0.360286635,5.14E-32,85.36
2,2000,22,1.045572136,3.55E-40,1.576688531,0.000184642,0.376235634,5.59E-35,104.27
2,2000,23,1.042714597,3.31E-36,1.669778664,5.37E-05,0.327240418,2.18E-26,87.39
2,2000,24,1.048598,2.27E-42,1.272497423,0.002992523,0.37537452,8.16E-35,109.01
2,2000,25,1.029761162,1.41E-36,1.505661062,0.001431586,0.371973234,3.59E-34,78.94
2,2000,26,1.013269942,2.01E-39,1.518677998,0.001774209,0.400315982,8.87E-40,98.55
2,2000,27,1.038204241,1.07E-45,1.643906207,0.000237289,0.371254762,4.91E-34,85.56
2,2000,28,1.032376092,6.54E-44,1.636078477,1.11E-05,0.360453938,4.80E-32,82.41
2,2000,29,1.060246402,3.86E-36,1.634236272,0.001233752,0.34191536,8.37E-29,91.26
2,2000,30,1.005993867,4.71E-41,1.236008673,0.00037874,0.348094631,7.35E-30,88.08
2,2000,31,1.020008458,1.80E-36,1.553260332,0.00138964,0.354842164,4.84E-31,89.94
2,2000,32,1.1180891,1.58E-35,1.181081638,0.011245175,0.372096426,3.41E-34,81.81
2,2000,33,1.035389224,4.91E-35,1.579148531,2.21E-05,0.338282811,3.41E-28,78.78
2,2000,34,1.035570649,2.37E-34,1.809908513,4.37E-05,0.364453451,8.97E-33,85.33
2,2000,35,1.025550568,2.28E-44,1.68294557,4.21E-06,0.338821288,2.77E-28,88.97
2,2000,36,1.042807708,2.92E-41,1.652646964,3.84E-05,0.388875839,1.90E-37,91.09
2,2000,37,1.041753322,1.87E-37,1.43103009,0.001438988,0.398105351,2.54E-39,85.95
2,2000,38,1.047899114,9.45E-39,1.647889022,6.53E-05,0.335028686,1.18E-27,88.22
2,2000,39,1.037995491,5.12E-35,1.516167177,0.000297292,0.335311272,1.06E-27,68.71
2,2000,40,1.032756607,5.44E-38,1.329317019,0.002377296,0.344284932,3.31E-29,82.11
2,2000,41,1.040415164,8.77E-39,2.006699409,9.34E-07,0.364700442,8.08E-33,97.04
2,2000,42,1.015426989,2.15E-38,1.577336576,0.000266487,0.359156123,8.22E-32,85.27
2,2000,43,1.041722018,1.07E-41,2.037706518,9.39E-08,0.378700222,1.88E-35,82.98
2,2000,44,1.050213922,2.96E-40,1.759720457,1.67E-07,0.368560094,1.56E-33,86.05
2,2000,45,1.043581837,8.72E-38,1.795320828,1.27E-07,0.326417407,2.95E-26,68.75
2,2000,46,1.017787617,6.13E-40,1.534760224,0.000470583,0.334852118,1.26E-27,82.09
2,2000,47,1.063379913,1.76E-36,1.585110828,0.000407534,0.351949102,1.57E-30,78.35
2,2000,48,1.02573523,2.86E-43,1.496990478,2.71E-06,0.381027773,6.66E-36,98.67
2,2000,49,1.016456273,1.58E-42,1.312731103,0.000238037,0.365908425,4.85E-33,100.25
2,2000,50,1.028648066,2.88E-35,1.667395171,1.42E-05,0.350082941,3.32E-30,94.89
2,5000,1,1.047373976,1.70E-35,1.864374187,0.00011986,0.367169785,2.83E-33,133.05
2,5000,2,1.036069584,1.18E-42,1.503772599,7.13E-05,0.372288034,3.14E-34,115.14
2,5000,3,1.029576972,3.25E-39,1.672951678,7.74E-06,0.360296131,5.12E-32,100.95
2,5000,4,1.043377378,7.93E-38,1.769822623,0.000108833,0.389437362,1.46E-37,137.64
2,5000,5,1.050269203,5.36E-39,1.704559412,2.93E-05,0.395697558,7.93E-39,153.92
2,5000,6,1.028661544,2.81E-37,1.763392092,0.000196199,0.397975971,2.70E-39,162.78
2,5000,7,1.021260985,2.47E-46,1.598340789,8.68E-05,0.38157079,5.22E-36,113.97
2,5000,8,1.027267126,2.26E-39,1.614297504,5.68E-06,0.336018771,8.11E-28,109.94
2,5000,9,1.109138245,1.39E-36,1.703948694,4.50E-06,0.35681382,2.16E-31,122.2
2,5000,10,1.017698452,5.38E-37,1.695976212,2.01E-05,0.359655926,6.68E-32,132.25
2,5000,11,1.036194968,1.08E-37,1.792170223,1.13E-05,0.356932581,2.06E-31,126.05
2,5000,12,1.036832743,1.05E-35,1.405393703,0.010370509,0.387496963,3.57E-37,112.69
2,5000,13,1.038883643,1.01E-38,1.963273851,1.75E-05,0.378516108,2.04E-35,131.98
2,5000,14,1.037472666,1.18E-38,1.741868238,7.11E-07,0.365771853,5.13E-33,107.69
2,5000,15,1.037689601,2.67E-36,1.637345566,0.000992404,0.390994952,7.13E-38,129.19
2,5000,16,1.018031871,1.81E-40,1.642080913,5.64E-05,0.387461174,3.63E-37,128.73
2,5000,17,1.055366902,5.45E-39,1.776007803,0.000261392,0.395964971,6.99E-39,148.13
2,5000,18,1.02665475,2.89E-41,1.566075802,3.53E-05,0.340313937,1.56E-28,101.06
2,5000,19,1.030641807,1.13E-35,1.643837945,0.000627495,0.367594824,2.36E-33,109.31
2,5000,20,1.009326628,2.23E-38,1.571187461,1.84E-05,0.368597365,1.54E-33,118.72
2,5000,21,1.04186902,8.52E-36,1.637098715,4.44E-05,0.379270153,1.46E-35,129.97
2,5000,22,1.040771879,1.54E-40,1.532865573,0.001189137,0.412250063,2.62E-42,150.34
2,5000,23,1.03845485,1.71E-34,1.761213422,1.57E-05,0.368101288,1.90E-33,121.17
2,5000,24,1.036899849,2.23E-41,1.425862116,0.001115577,0.39559773,8.31E-39,149.94
2,5000,25,1.053981486,1.06E-39,1.762466717,4.17E-05,0.373115385,2.19E-34,107.64
2,5000,26,1.021683948,5.25E-40,1.324258603,0.001139121,0.412074563,2.86E-42,152.17
2,5000,27,1.028328182,9.75E-38,1.719149077,1.87E-05,0.362802516,1.80E-32,104.35
2,5000,28,1.03975212,3.92E-38,1.470780994,3.48E-05,0.362145529,2.37E-32,128.48
2,5000,29,1.043744487,4.67E-36,1.501627874,0.000177243,0.367943215,2.04E-33,131.13
2,5000,30,1.013081857,4.70E-40,1.726131025,1.29E-06,0.356872001,2.11E-31,129.7
2,5000,31,1.021883275,1.13E-35,1.488537294,0.001014357,0.347042489,1.12E-29,116.36
2,5000,32,1.099671535,4.48E-39,1.689152593,0.00020562,0.399920764,1.07E-39,125.27
2,5000,33,1.042021786,4.39E-36,1.466595099,0.000478675,0.357340266,1.74E-31,122.45
2,5000,34,1.035405623,1.84E-38,1.584653671,0.002346684,0.371352877,4.70E-34,108.36
2,5000,35,1.023556803,8.46E-41,1.631159975,4.59E-06,0.355808599,3.26E-31,111.58
2,5000,36,1.043814823,1.07E-40,1.709811356,7.22E-05,0.37518927,8.85E-35,131.06
2,5000,37,1.034838334,1.14E-37,1.706667136,0.000480883,0.37879302,1.80E-35,122.73
2,5000,38,1.058120166,8.21E-39,1.787772502,2.96E-06,0.351222965,2.10E-30,138.6
2,5000,39,1.031909194,1.56E-37,1.779661682,1.81E-06,0.347838698,8.13E-30,91.58
2,5000,40,1.048132424,2.76E-37,1.546337541,1.54E-05,0.357799535,1.44E-31,120.62
2,5000,41,1.033909746,2.27E-37,1.608199165,9.65E-05,0.388935244,1.84E-37,156.78
2,5000,42,1.012810115,2.70E-39,1.63447993,3.71E-05,0.378322375,2.22E-35,130.53
2,5000,43,1.044665555,1.15E-37,2.00288097,1.09E-06,0.391227436,6.40E-38,129.24
2,5000,44,1.047536562,3.61E-39,1.571445586,0.000393039,0.363585312,1.29E-32,133.83
2,5000,45,1.035255372,7.27E-40,1.860429655,1.10E-05,0.371972514,3.60E-34,109.64
2,5000,46,1.015737269,1.77E-40,1.622234079,4.94E-05,0.358469287,1.09E-31,123.21
2,5000,47,1.056119704,2.02E-37,1.734985454,4.59E-05,0.365055381,6.96E-33,118.5
2,5000,48,1.043145735,2.28E-42,1.602613206,5.29E-06,0.385886277,7.44E-37,148.49
2,5000,49,1.036503511,2.73E-44,1.729783484,9.80E-06,0.37131676,4.78E-34,153.81
2,5000,50,1.02297251,1.03E-36,1.679990027,1.85E-06,0.34833394,6.68E-30,137.41
2,10000,1,1.050728359,5.73E-36,1.706640902,0.00071104,0.3778264,2.77E-35,236.62
2,10000,2,1.036535477,3.00E-41,1.545582041,2.71E-05,0.378632875,1.94E-35,181.5
2,10000,3,1.030441082,1.04E-39,1.714529341,1.68E-05,0.357468435,1.65E-31,155.22
2,10000,4,1.035543311,1.28E-40,1.517186253,0.000137809,0.385707612,8.07E-37,227.08
2,10000,5,1.058255959,4.46E-36,1.802911663,4.59E-06,0.36450444,8.78E-33,228.53
2,10000,6,1.024190479,1.32E-38,1.712264704,6.39E-05,0.388151602,2.64E-37,261.69
2,10000,7,1.024374973,6.31E-47,1.593484933,0.000163481,0.391059943,6.92E-38,186.72
2,10000,8,1.029376426,1.97E-39,1.664422291,6.90E-06,0.340172835,1.65E-28,177.51
2,10000,9,1.106679322,2.85E-39,1.618087156,2.63E-05,0.384076746,1.69E-36,176.89
2,10000,10,1.020632708,6.16E-39,1.811759058,2.16E-06,0.358438024,1.11E-31,207.52
2,10000,11,1.032867049,2.07E-37,1.697641626,1.65E-05,0.360442714,4.82E-32,199.3
2,10000,12,1.041676246,5.86E-38,1.482504214,0.003211146,0.387266273,3.96E-37,199.25
2,10000,13,1.035418286,8.59E-42,1.50616859,4.30E-05,0.381617763,5.12E-36,218.64
2,10000,14,1.041371843,2.16E-37,1.567838515,8.60E-05,0.373793718,1.63E-34,164.93
2,10000,15,1.042385453,1.08E-38,1.615677826,0.000149581,0.392026731,4.42E-38,242.91
2,10000,16,1.030771227,5.05E-40,1.660426276,2.29E-05,0.365636765,5.44E-33,153.25
2,10000,17,1.055050046,4.26E-36,1.75502401,0.000424961,0.393586138,2.14E-38,230.21
2,10000,18,1.02871488,5.33E-42,1.602071796,0.000155433,0.37368239,1.71E-34,170.21
2,10000,19,1.037369273,4.06E-36,1.785009833,5.84E-05,0.369117256,1.23E-33,186.22
2,10000,20,1.015294312,2.58E-40,1.488365526,1.71E-05,0.368675402,1.49E-33,185.14
2,10000,21,1.039867285,2.19E-35,1.728227971,4.69E-05,0.382025219,4.26E-36,204.59
2,10000,22,1.048915499,7.84E-37,1.643432502,7.37E-05,0.385570746,8.59E-37,262.75
2,10000,23,1.061654973,3.20E-38,1.884092153,5.52E-07,0.352906106,1.06E-30,191.42
2,10000,24,1.034791846,2.09E-40,1.579211068,3.74E-05,0.37648299,5.01E-35,197.86
2,10000,25,1.048183118,5.08E-41,1.452181985,0.000212938,0.368915999,1.34E-33,177.94
2,10000,26,1.021842256,6.31E-41,1.742065171,4.04E-05,0.404051755,1.47E-40,227.72
2,10000,27,1.031569639,2.89E-39,1.739075057,2.23E-05,0.382757543,3.07E-36,213.31
2,10000,28,1.034801351,1.55E-39,1.712294281,1.39E-06,0.359874783,6.10E-32,198.78
2,10000,29,1.049492496,3.23E-37,1.699517619,1.53E-05,0.370523637,6.73E-34,205.13
2,10000,30,1.014325912,1.77E-38,1.737805632,1.13E-05,0.351950049,1.57E-30,187.5
2,10000,31,1.018195011,4.67E-37,1.554696891,0.000434487,0.36593274,4.80E-33,184.11
2,10000,32,1.106092157,1.47E-36,1.910789477,8.20E-05,0.401477579,5.08E-40,208.48
2,10000,33,1.046508822,1.10E-36,1.661859446,9.69E-05,0.357514401,1.62E-31,175.55
2,10000,34,1.046712983,2.15E-37,1.709296532,0.000178296,0.368665477,1.50E-33,196.29
2,10000,35,1.029053821,9.38E-40,1.580854009,6.34E-05,0.371076968,5.30E-34,178.61
2,10000,36,1.042273524,4.83E-41,1.415782126,0.000194618,0.38641154,5.86E-37,213.33
2,10000,37,1.031029269,7.59E-38,1.571412011,0.00019295,0.392019457,4.43E-38,210.99
2,10000,38,1.060051099,3.48E-37,1.573918291,0.00013078,0.360875875,4.02E-32,210.09
2,10000,39,1.031219653,1.14E-36,1.617669325,1.89E-05,0.363084752,1.60E-32,180.91
2,10000,40,1.046559029,5.32E-37,1.70630009,0.000116139,0.366205683,4.27E-33,185.14
2,10000,41,1.035961729,8.24E-38,1.516148514,0.000107311,0.373071474,2.23E-34,248.7
2,10000,42,1.024521165,2.87E-39,1.764714154,1.48E-05,0.380378115,8.91E-36,203.63
2,10000,43,1.039913659,1.16E-39,1.893448741,1.23E-07,0.385765371,7.86E-37,193.17
2,10000,44,1.055026143,1.34E-38,1.41993339,0.000140622,0.365508718,5.74E-33,200.89
2,10000,45,1.03905423,9.81E-42,1.833019007,1.56E-08,0.333158155,2.40E-27,130.86
2,10000,46,1.01037668,4.62E-40,1.772604708,2.66E-05,0.362954484,1.69E-32,188.75
2,10000,47,1.05393106,4.80E-36,1.757208622,7.12E-05,0.367175049,2.83E-33,181.65
2,10000,48,1.040001816,1.08E-40,1.6557907,2.60E-05,0.385138239,1.05E-36,220.68
2,10000,49,1.032875587,3.82E-41,1.69058245,5.60E-05,0.387099416,4.28E-37,238.23
2,10000,50,1.021426879,3.22E-40,1.810270763,8.20E-06,0.357175888,1.86E-31,196.95
5,1000,1,1.034913504,2.48E-37,1.348472821,0.000106223,0.363928488,1.12E-32,159.57
5,1000,2,1.037547251,3.24E-39,1.469908119,0.000982968,0.37375169,1.66E-34,194.31
5,1000,3,1.025071533,2.93E-43,1.68024065,4.03E-05,0.372977665,2.32E-34,169.36
5,1000,4,1.05698586,2.76E-35,1.534523898,0.000110592,0.361520817,3.07E-32,173.86
5,1000,5,1.077275734,5.49E-41,1.74228017,1.23E-05,0.352217556,1.41E-30,180.25
5,1000,6,1.003493556,2.74E-33,1.690908581,5.26E-05,0.363121994,1.57E-32,207.97
5,1000,7,1.0166639,5.61E-49,1.598741872,6.30E-06,0.383084873,2.65E-36,188.26
5,1000,8,1.017472917,5.61E-48,1.800881149,2.13E-05,0.351894858,1.60E-30,183.25
5,1000,9,1.063477595,7.72E-40,1.614954389,0.000235944,0.362388627,2.14E-32,186.47
5,1000,10,1.012964733,3.15E-39,1.57819267,0.000611396,0.336969937,5.64E-28,186.09
5,1000,11,1.043976478,7.58E-35,1.568365162,0.000287129,0.350435191,2.88E-30,181.33
5,1000,12,1.048904455,8.16E-36,1.975317168,2.36E-05,0.372782424,2.53E-34,177.42
5,1000,13,1.033405197,2.55E-39,1.700326334,4.79E-06,0.38422964,1.58E-36,195.96
5,1000,14,1.037134245,1.22E-36,1.817888225,0.000130597,0.402398235,3.26E-40,185.34
5,1000,15,1.054630709,8.66E-40,2.008223753,9.01E-07,0.368062915,1.94E-33,174.2
5,1000,16,0.991290369,1.65E-37,1.532574665,3.08E-05,0.353352772,8.88E-31,169.07
5,1000,17,1.05158814,1.68E-40,1.417016213,0.000458566,0.368127635,1.88E-33,158.68
5,1000,18,1.069534915,2.53E-41,1.602260077,0.000128671,0.354214716,6.25E-31,171.03
5,1000,19,1.015661207,1.48E-36,1.411691029,0.001171976,0.364083257,1.05E-32,162.02
5,1000,20,1.016187419,1.50E-37,1.409099371,0.000113027,0.353799349,7.40E-31,182.02
5,1000,21,1.034773661,3.99E-35,1.958303632,3.09E-06,0.363290118,1.46E-32,167
5,1000,22,1.038188232,3.64E-41,1.512418332,9.76E-05,0.34969007,3.88E-30,184.71
5,1000,23,1.014217616,2.36E-37,1.427376364,0.000765714,0.352874272,1.08E-30,176.86
5,1000,24,1.020666071,7.74E-41,1.785847778,0.000334167,0.356097067,2.90E-31,209.07
5,1000,25,1.081277122,2.18E-41,1.469383938,0.000383774,0.357873017,1.40E-31,174.43
5,1000,26,1.006952703,1.61E-38,1.582819276,4.85E-05,0.361507092,3.09E-32,180.89
5,1000,27,1.009411273,1.26E-35,1.511725126,1.18E-05,0.332211275,3.42E-27,172.29
5,1000,28,1.018629689,8.17E-37,1.78173868,4.22E-05,0.401251327,5.66E-40,183.57
5,1000,29,1.056989132,6.72E-34,1.2272905,0.001065821,0.344150881,3.49E-29,168.16
5,1000,30,1.006445646,6.27E-35,1.333083001,0.003027249,0.35862006,1.03E-31,166.34
5,1000,31,1.040892207,1.59E-35,1.680221427,7.55E-05,0.345992873,1.69E-29,176.27
5,1000,32,1.044977445,4.06E-36,1.45841981,0.002241957,0.355309844,4.00E-31,187.75
5,1000,33,1.052686806,1.14E-33,1.505956021,0.001275492,0.375886537,6.51E-35,183.75
5,1000,34,1.034792031,2.89E-35,1.589649141,0.000933925,0.371789302,3.89E-34,182.84
5,1000,35,1.036944747,1.95E-40,1.601178308,2.86E-05,0.351393094,1.96E-30,176.38
5,1000,36,1.035584945,1.94E-42,1.780903428,7.36E-06,0.374625202,1.13E-34,186.89
5,1000,37,1.032596616,5.86E-38,1.71248916,6.51E-06,0.348251208,6.90E-30,172.26
5,1000,38,1.076361059,3.51E-35,1.697456422,2.57E-05,0.348286985,6.80E-30,176.35
5,1000,39,1.037519719,5.33E-35,1.959377018,8.50E-05,0.369145479,1.22E-33,163.89
5,1000,40,1.062241887,3.23E-37,1.713956294,1.23E-05,0.361334559,3.32E-32,175.58
5,1000,41,1.032297929,1.10E-42,1.495702169,0.001074277,0.35926282,7.86E-32,199.48
5,1000,42,1.023417336,2.96E-47,1.738361286,6.54E-05,0.350242923,3.11E-30,189.05
5,1000,43,1.029651296,2.95E-37,1.902008725,0.000111292,0.376197489,5.68E-35,158.98
5,1000,44,1.047683557,4.26E-41,1.814375695,5.74E-07,0.372527529,2.83E-34,177.97
5,1000,45,1.035534272,7.95E-40,1.263253741,0.001262802,0.357844203,1.41E-31,179.7
5,1000,46,1.043165509,8.31E-43,1.485391609,0.000263167,0.355748941,3.34E-31,176.13
5,1000,47,1.03465073,6.66E-38,1.837305208,4.71E-05,0.367145753,2.86E-33,179.87
5,1000,48,1.040642894,7.80E-43,1.884606108,1.05E-06,0.350208116,3.16E-30,173.7
5,1000,49,1.016366381,5.19E-43,1.349290129,0.000166361,0.345292591,2.23E-29,182.64
5,1000,50,1.006611081,5.05E-36,1.638957844,2.28E-05,0.332276852,3.34E-27,197.16
5,2000,1,1.05159129,3.49E-37,1.660750482,0.000330135,0.34418372,3.45E-29,202.61
5,2000,2,1.039560727,9.72E-42,1.39101789,0.000354463,0.368664229,1.50E-33,229.5
5,2000,3,1.039941639,1.27E-39,1.83004222,4.36E-06,0.370230913,7.63E-34,207.8
5,2000,4,1.059316891,3.25E-37,1.587286209,0.000122316,0.381872851,4.56E-36,237.97
5,2000,5,1.069673577,3.43E-39,1.643467708,2.07E-06,0.360812378,4.13E-32,232.26
5,2000,6,1.033957336,3.91E-41,1.82638041,2.94E-06,0.376728884,4.50E-35,232.88
5,2000,7,1.034855841,3.45E-47,1.558336544,4.13E-05,0.373457706,1.89E-34,227.32
5,2000,8,1.0341985,1.55E-40,1.797895717,2.61E-06,0.37330036,2.02E-34,238.83
5,2000,9,1.051802912,4.04E-38,1.696375119,4.58E-05,0.378264143,2.28E-35,221.39
5,2000,10,1.005931224,9.78E-37,1.873712773,1.09E-05,0.360531816,4.64E-32,223.91
5,2000,11,1.033409912,1.42E-40,1.663172085,8.10E-05,0.350660774,2.63E-30,218.19
5,2000,12,1.046496032,1.53E-40,1.645380278,0.000473501,0.370184737,7.79E-34,231.57
5,2000,13,1.036692324,1.92E-41,1.583641587,3.76E-06,0.374129604,1.41E-34,240.69
5,2000,14,1.024826328,4.09E-37,1.555608785,4.01E-05,0.372887709,2.42E-34,226.77
5,2000,15,1.021797396,1.13E-41,1.694169577,5.19E-05,0.37485684,1.02E-34,205.41
5,2000,16,1.015456298,5.81E-41,1.713521911,0.000149598,0.36644264,3.86E-33,212.61
5,2000,17,1.063053372,5.84E-40,1.46460736,0.00098442,0.363140328,1.56E-32,207.8
5,2000,18,1.057734732,2.99E-39,1.608710571,6.05E-07,0.338089011,3.67E-28,205.07
5,2000,19,1.036061267,3.24E-35,1.493811043,0.002006326,0.374262058,1.33E-34,202.27
5,2000,20,1.018164217,5.53E-38,1.642837277,7.09E-05,0.352142223,1.45E-30,215.75
5,2000,21,1.031763159,7.12E-37,1.512031481,0.000447984,0.36229904,2.22E-32,210.92
5,2000,22,1.030310258,4.39E-40,1.571217162,4.19E-05,0.373642373,1.74E-34,229.78
5,2000,23,1.030889934,2.57E-35,1.746315499,6.36E-06,0.325744334,3.77E-26,210.58
5,2000,24,1.035399165,1.19E-42,1.207605069,0.001902052,0.382473159,3.48E-36,256.17
5,2000,25,1.030539974,2.78E-37,1.52683085,0.000254601,0.3575551,1.59E-31,209.88
5,2000,26,0.992724994,2.74E-39,1.665238714,0.000266434,0.371919211,3.68E-34,230.34
5,2000,27,1.031422698,5.45E-45,1.659661702,1.90E-05,0.369267887,1.15E-33,208.16
5,2000,28,1.027124305,1.02E-42,1.788561765,9.33E-06,0.373524793,1.83E-34,218.61
5,2000,29,1.056907107,3.70E-36,1.638369444,0.000264045,0.370337764,7.29E-34,221.76
5,2000,30,1.017534871,9.38E-40,1.526932899,0.000360388,0.377365843,3.39E-35,219
5,2000,31,1.020325787,4.04E-37,1.767835794,4.32E-05,0.373389672,1.94E-34,231.66
5,2000,32,1.06740967,2.39E-35,1.63082465,9.29E-05,0.372566981,2.78E-34,231.51
5,2000,33,1.045192183,2.86E-35,1.615293077,0.000103866,0.367632685,2.33E-33,215.15
5,2000,34,1.034976458,1.93E-35,1.686213833,7.43E-05,0.366363421,3.99E-33,235.28
5,2000,35,1.02445627,6.46E-44,1.91307215,3.72E-07,0.349552145,4.11E-30,222.01
5,2000,36,1.035468598,1.80E-40,1.672422574,0.00030483,0.39542918,9.00E-39,220.1
5,2000,37,1.040751759,1.00E-36,1.561091443,0.000550252,0.374515439,1.19E-34,224.81
5,2000,38,1.060582,8.20E-39,1.806750084,1.38E-05,0.342176733,7.56E-29,236.87
5,2000,39,1.028935121,1.96E-35,1.4606225,0.000360803,0.353778648,7.47E-31,205.8
5,2000,40,1.035961769,5.80E-38,1.472951095,0.000830927,0.359446529,7.29E-32,191.19
5,2000,41,1.032304736,5.19E-39,1.721177801,1.12E-05,0.36226959,2.25E-32,244.89
5,2000,42,1.023325914,8.45E-39,1.661436109,9.93E-05,0.366817525,3.29E-33,233.25
5,2000,43,1.031299057,3.49E-42,1.89799589,9.01E-08,0.371520603,4.37E-34,205.36
5,2000,44,1.054400748,8.87E-40,1.840749447,3.34E-07,0.35813458,1.25E-31,202.65
5,2000,45,1.048385555,9.29E-38,1.665773825,7.01E-07,0.330172062,7.34E-27,209.58
5,2000,46,1.011882332,4.82E-40,1.677188923,0.000142871,0.365098657,6.83E-33,215.41
5,2000,47,1.060049628,8.72E-37,1.746692282,0.000142883,0.368891035,1.36E-33,228.05
5,2000,48,1.013547881,5.42E-43,1.464172417,1.55E-05,0.3659046,4.85E-33,213.09
5,2000,49,1.003742172,1.13E-42,1.54339211,3.55E-05,0.356132606,2.86E-31,224.87
5,2000,50,1.017114582,2.75E-35,1.561068767,0.000107994,0.375485316,7.77E-35,230.02
5,5000,1,1.048033161,1.58E-35,1.851435517,6.67E-05,0.362733038,1.85E-32,290.25
5,5000,2,1.033656913,1.73E-42,1.529351806,0.000180028,0.384639487,1.31E-36,348.78
5,5000,3,1.022782457,3.44E-39,1.737703962,1.50E-05,0.378870809,1.74E-35,324.08
5,5000,4,1.051112564,3.15E-38,1.791197914,8.48E-05,0.385402178,9.27E-37,357.01
5,5000,5,1.050530087,1.74E-39,1.835426286,4.70E-06,0.368628837,1.52E-33,331.43
5,5000,6,1.015464157,4.06E-37,1.726242995,0.000664427,0.406357284,4.79E-41,393.98
5,5000,7,1.028439624,1.43E-46,1.572350367,5.06E-05,0.386909944,4.67E-37,346.24
5,5000,8,1.038203323,3.40E-39,1.59827862,8.34E-05,0.371726442,4.00E-34,346.87
5,5000,9,1.057609973,1.34E-36,1.687175912,4.47E-05,0.381492986,5.41E-36,305.45
5,5000,10,1.010007993,8.32E-37,1.734304611,6.70E-05,0.378267749,2.28E-35,350.52
5,5000,11,1.035364879,1.20E-37,1.753726101,1.15E-05,0.367293601,2.69E-33,317.11
5,5000,12,1.047943374,3.42E-36,1.617363463,0.000605597,0.379818772,1.14E-35,341.36
5,5000,13,1.031607668,1.65E-38,1.845691603,8.98E-05,0.389527384,1.40E-37,344.95
5,5000,14,1.03180774,1.36E-38,1.83396406,4.05E-06,0.363588074,1.29E-32,302.52
5,5000,15,1.037930397,9.91E-37,1.638353562,0.000178159,0.384311196,1.52E-36,290.95
5,5000,16,1.019833407,3.11E-40,1.672536772,3.44E-05,0.37125465,4.91E-34,347
5,5000,17,1.054594324,3.28E-39,1.804825612,4.33E-05,0.37862109,1.95E-35,324.47
5,5000,18,1.032204043,5.26E-41,1.650567418,6.45E-06,0.355545693,3.63E-31,315.48
5,5000,19,1.030879498,1.74E-35,1.73179782,0.000157735,0.369326383,1.13E-33,282.94
5,5000,20,1.01180276,1.37E-38,1.720147305,1.23E-05,0.373498773,1.85E-34,312.25
5,5000,21,1.036022267,9.70E-36,1.727207029,2.20E-05,0.376175573,5.74E-35,326.38
5,5000,22,1.029714304,1.66E-40,1.673904598,6.34E-05,0.395692566,7.95E-39,335.14
5,5000,23,1.027597463,2.00E-34,1.747209843,1.13E-05,0.359978608,5.84E-32,309.09
5,5000,24,1.028773894,2.91E-41,1.497033836,0.000416724,0.383582384,2.11E-36,384.02
5,5000,25,1.059540254,1.06E-39,1.741109605,1.29E-05,0.366994466,3.05E-33,314.81
5,5000,26,1.00649338,1.99E-39,1.544188472,0.000127597,0.372591351,2.75E-34,338.2
5,5000,27,1.010156124,1.58E-37,1.568581256,1.16E-05,0.358001631,1.32E-31,289.13
5,5000,28,1.034453972,1.24E-37,1.740437304,1.47E-05,0.377972143,2.60E-35,336.42
5,5000,29,1.049314613,4.22E-36,1.687008109,2.56E-05,0.373425002,1.91E-34,306.11
5,5000,30,1.015550702,8.74E-40,1.864148382,2.44E-06,0.379991191,1.06E-35,317.86
5,5000,31,1.023858254,6.47E-36,1.589825024,0.000127436,0.3562929,2.68E-31,310.82
5,5000,32,1.04811225,6.13E-39,1.731886492,3.14E-05,0.385545852,8.69E-37,327.03
5,5000,33,1.053878599,1.11E-35,1.726825929,7.75E-05,0.374739974,1.08E-34,353.69
5,5000,34,1.042152222,7.71E-39,1.6725884,0.000158643,0.380105772,1.01E-35,313.22
